ID,Centrally symmetric,Dimension,Degree,Zero barycentre,Zero dual barycentre,Volume,# Vertices,# Facets,Class
1,False,2,7,False,False,5,5,5,Uniquely additive
2,True,2,6,True,True,6,6,6,Non-additive
3,False,2,8,False,False,4,4,4,(Not uniquely) additive
4,True,2,8,True,True,4,4,4,Uniquely additive
5,False,2,9,True,True,3,3,3,(Not uniquely) additive
6,False,3,50,False,False,8,8,6,(Not uniquely) additive
7,False,3,62,False,False,6,6,5,(Not uniquely) additive
8,False,3,46,False,False,10,10,7,(Not uniquely) additive
9,False,3,36,False,False,12,12,8,Non-additive
10,False,3,44,False,False,10,10,7,(Not uniquely) additive
11,False,3,52,False,False,8,8,6,(Not uniquely) additive
12,False,3,50,False,False,8,8,6,(Not uniquely) additive
13,False,3,40,False,False,10,10,7,Non-additive
14,False,3,42,False,False,10,10,7,Uniquely additive
15,True,3,36,True,True,12,12,8,Non-additive
16,False,3,46,False,False,8,8,6,(Not uniquely) additive
17,False,3,48,False,False,8,8,6,(Not uniquely) additive
18,False,3,44,True,True,8,8,6,Non-additive
19,False,3,54,False,False,6,6,5,(Not uniquely) additive
20,False,3,56,False,False,6,6,5,(Not uniquely) additive
21,True,3,48,True,True,8,8,6,Uniquely additive
22,False,3,54,True,True,6,6,5,(Not uniquely) additive
23,False,3,64,True,True,4,4,4,(Not uniquely) additive
24,False,4,605,False,False,11,11,7,(Not uniquely) additive
25,False,4,800,False,False,8,8,6,(Not uniquely) additive
26,False,4,558,False,False,15,15,8,(Not uniquely) additive
27,False,4,364,False,False,18,18,9,Non-additive
28,False,4,478,False,False,15,15,8,(Not uniquely) additive
29,False,4,463,False,False,16,16,8,(Not uniquely) additive
30,False,4,592,False,False,12,12,7,(Not uniquely) additive
31,False,4,576,False,False,12,12,7,(Not uniquely) additive
32,False,4,382,False,False,15,15,8,Non-additive
33,False,4,496,False,False,16,16,8,(Not uniquely) additive
34,False,4,415,False,False,16,16,8,Non-additive
35,False,4,560,False,False,12,12,7,(Not uniquely) additive
36,False,4,368,False,False,17,17,8,Non-additive
37,False,4,400,False,False,16,16,8,(Not uniquely) additive
38,False,4,433,False,False,16,16,8,(Not uniquely) additive
39,False,4,337,False,False,16,16,8,Non-additive
40,False,4,450,False,False,13,13,7,(Not uniquely) additive
41,False,4,529,False,False,13,13,7,(Not uniquely) additive
42,False,4,496,False,False,12,12,7,(Not uniquely) additive
43,False,4,400,False,False,12,12,7,Non-additive
44,False,4,594,False,False,9,9,6,(Not uniquely) additive
45,False,4,505,False,False,15,15,8,(Not uniquely) additive
46,False,4,354,False,False,18,18,9,Non-additive
47,False,4,442,False,False,16,16,8,(Not uniquely) additive
48,False,4,409,False,False,15,15,8,Non-additive
49,False,4,560,False,False,12,12,7,(Not uniquely) additive
50,False,4,417,False,False,17,17,8,(Not uniquely) additive
51,False,4,321,False,False,21,21,9,Non-additive
52,False,4,310,False,False,21,21,9,Non-additive
53,False,4,327,False,False,18,18,8,Non-additive
54,False,4,249,True,True,24,24,9,Non-additive
55,False,4,322,False,False,18,18,8,Non-additive
56,False,4,305,False,False,21,21,9,Non-additive
57,False,4,369,False,False,17,17,8,(Not uniquely) additive
58,False,4,369,False,False,17,17,8,(Not uniquely) additive
59,False,4,384,False,False,16,16,8,(Not uniquely) additive
60,False,4,417,False,False,13,13,7,(Not uniquely) additive
61,False,4,385,False,False,17,17,8,(Not uniquely) additive
62,False,4,307,False,False,23,23,9,Uniquely additive
63,True,4,230,True,True,30,30,10,Non-additive
64,False,4,433,False,False,13,13,7,(Not uniquely) additive
65,False,4,326,False,False,17,17,8,Non-additive
66,False,4,464,False,False,12,12,7,(Not uniquely) additive
67,False,4,351,False,False,15,15,8,Non-additive
68,False,4,432,False,False,12,12,7,(Not uniquely) additive
69,False,4,406,False,False,13,13,7,(Not uniquely) additive
70,False,4,513,False,False,9,9,6,(Not uniquely) additive
71,False,4,442,False,False,20,20,9,(Not uniquely) additive
72,False,4,308,False,False,24,24,10,Non-additive
73,False,4,394,False,False,20,20,9,(Not uniquely) additive
74,False,4,480,False,False,16,16,8,(Not uniquely) additive
75,False,4,464,False,False,16,16,8,(Not uniquely) additive
76,False,4,330,False,False,20,20,9,Non-additive
77,False,4,405,False,False,20,20,9,(Not uniquely) additive
78,False,4,298,False,False,24,24,10,Non-additive
79,False,4,405,False,False,20,20,9,(Not uniquely) additive
80,False,4,298,False,False,24,24,10,Non-additive
81,False,4,373,False,False,20,20,9,(Not uniquely) additive
82,False,4,341,False,False,20,20,9,Non-additive
83,False,4,448,False,False,16,16,8,(Not uniquely) additive
84,False,4,368,False,False,20,20,9,(Not uniquely) additive
85,False,4,288,False,False,24,24,10,Non-additive
86,False,4,278,False,False,24,24,10,Non-additive
87,False,4,268,True,True,24,24,10,Non-additive
88,False,4,331,False,False,20,20,9,Non-additive
89,False,4,332,False,False,21,21,9,(Not uniquely) additive
90,False,4,352,False,False,20,20,9,(Not uniquely) additive
91,False,4,363,False,False,20,20,9,(Not uniquely) additive
92,False,4,310,False,False,20,20,9,Non-additive
93,False,4,411,False,False,16,16,8,(Not uniquely) additive
94,False,4,390,False,False,16,16,8,(Not uniquely) additive
95,False,4,416,False,False,16,16,8,(Not uniquely) additive
96,False,4,352,False,False,16,16,8,Non-additive
97,False,4,486,False,False,12,12,7,(Not uniquely) additive
98,False,4,294,False,False,25,25,10,Uniquely additive
99,False,4,252,False,False,30,30,11,Non-additive
100,True,4,216,True,True,36,36,12,Non-additive
101,False,4,288,False,False,24,24,10,Non-additive
102,False,4,336,False,False,20,20,9,(Not uniquely) additive
103,False,4,325,False,False,20,20,9,Non-additive
104,False,4,357,False,False,16,16,8,Non-additive
105,False,4,432,False,False,16,16,8,(Not uniquely) additive
106,False,4,384,False,False,16,16,8,(Not uniquely) additive
107,False,4,299,False,False,20,20,9,Non-additive
108,False,4,352,False,False,16,16,8,Non-additive
109,False,4,405,False,False,12,12,7,Non-additive
110,False,4,364,False,False,17,17,8,(Not uniquely) additive
111,False,4,389,False,False,16,16,8,(Not uniquely) additive
112,False,4,400,False,False,16,16,8,(Not uniquely) additive
113,False,4,320,False,False,20,20,9,Non-additive
114,False,4,384,False,False,16,16,8,Non-additive
115,False,4,384,False,False,16,16,8,(Not uniquely) additive
116,False,4,347,False,False,16,16,8,Non-additive
117,False,4,459,False,False,12,12,7,(Not uniquely) additive
118,False,4,447,False,False,15,15,8,(Not uniquely) additive
119,False,4,334,False,False,18,18,9,Non-additive
120,False,4,336,False,False,20,20,9,Uniquely additive
121,True,4,288,True,True,24,24,10,Non-additive
122,False,4,324,True,True,18,18,9,Non-additive
123,False,4,415,False,False,15,15,8,(Not uniquely) additive
124,False,4,378,False,False,15,15,8,(Not uniquely) additive
125,False,4,367,False,False,15,15,8,Non-additive
126,False,4,368,False,False,16,16,8,(Not uniquely) additive
127,False,4,431,False,False,11,11,7,(Not uniquely) additive
128,False,4,489,False,False,11,11,7,(Not uniquely) additive
129,False,4,496,False,False,12,12,7,(Not uniquely) additive
130,False,4,384,False,False,16,16,8,(Not uniquely) additive
131,False,4,352,True,True,16,16,8,Non-additive
132,False,4,464,False,False,12,12,7,(Not uniquely) additive
133,False,4,432,False,False,12,12,7,(Not uniquely) additive
134,False,4,480,False,False,12,12,7,(Not uniquely) additive
135,False,4,432,False,False,12,12,7,(Not uniquely) additive
136,False,4,400,False,False,12,12,7,Non-additive
137,False,4,401,False,False,13,13,7,(Not uniquely) additive
138,False,4,512,False,False,8,8,6,(Not uniquely) additive
139,False,4,640,False,False,8,8,6,(Not uniquely) additive
140,False,4,448,False,False,12,12,7,(Not uniquely) additive
141,False,4,513,False,False,9,9,6,(Not uniquely) additive
142,True,4,384,True,True,16,16,8,Uniquely additive
143,False,4,432,True,True,12,12,7,(Not uniquely) additive
144,False,4,544,False,False,8,8,6,(Not uniquely) additive
145,False,4,512,True,True,8,8,6,(Not uniquely) additive
146,False,4,486,True,True,9,9,6,(Not uniquely) additive
147,False,4,625,True,True,5,5,5,(Not uniquely) additive
148,False,5,10662,False,False,14,14,8,(Not uniquely) additive
149,False,5,14762,False,False,10,10,7,(Not uniquely) additive
150,False,5,10882,False,False,20,20,9,(Not uniquely) additive
151,False,5,5640,False,False,24,24,10,Non-additive
152,False,5,7888,False,False,20,20,9,(Not uniquely) additive
153,False,5,7490,False,False,22,22,9,(Not uniquely) additive
154,False,5,10136,False,False,16,16,8,(Not uniquely) additive
155,False,5,10994,False,False,16,16,8,(Not uniquely) additive
156,False,5,5752,False,False,20,20,9,Non-additive
157,False,5,8294,False,False,22,22,9,(Not uniquely) additive
158,False,5,6742,False,False,22,22,9,Non-additive
159,False,5,9602,False,False,16,16,8,(Not uniquely) additive
160,False,5,6050,False,False,22,22,9,(Not uniquely) additive
161,False,5,6854,False,False,22,22,9,(Not uniquely) additive
162,False,5,4610,False,False,22,22,9,Non-additive
163,False,5,7618,False,False,18,18,8,(Not uniquely) additive
164,False,5,9098,False,False,18,18,8,(Not uniquely) additive
165,False,5,8000,False,False,16,16,8,(Not uniquely) additive
166,False,5,5864,False,False,16,16,8,Non-additive
167,False,5,11106,False,False,12,12,7,(Not uniquely) additive
168,False,5,9270,False,False,20,20,9,(Not uniquely) additive
169,False,5,5240,False,False,24,24,10,Non-additive
170,False,5,8280,False,False,20,20,9,(Not uniquely) additive
171,False,5,6970,False,False,22,22,9,(Not uniquely) additive
172,False,5,6310,False,False,20,20,9,Non-additive
173,False,5,9350,False,False,16,16,8,(Not uniquely) additive
174,False,5,7448,False,False,22,22,9,(Not uniquely) additive
175,False,5,9680,False,False,16,16,8,(Not uniquely) additive
176,False,5,5650,False,False,20,20,9,Non-additive
177,False,5,4140,False,False,30,30,10,Non-additive
178,False,5,4348,False,False,26,26,9,Non-additive
179,False,5,5510,False,False,22,22,9,(Not uniquely) additive
180,False,5,6356,False,False,18,18,8,(Not uniquely) additive
181,False,5,5190,False,False,22,22,9,(Not uniquely) additive
182,False,5,4324,False,False,22,22,9,Non-additive
183,False,5,4700,False,False,24,24,9,(Not uniquely) additive
184,False,5,3954,False,False,26,26,9,Non-additive
185,False,5,5348,False,False,18,18,8,(Not uniquely) additive
186,False,5,3540,False,False,36,36,10,Non-additive
187,False,5,4430,False,False,28,28,9,(Not uniquely) additive
188,False,5,5130,False,False,26,26,9,(Not uniquely) additive
189,False,5,4090,False,False,26,26,9,Non-additive
190,False,5,5860,False,False,20,20,8,(Not uniquely) additive
191,False,5,6720,False,False,16,16,8,(Not uniquely) additive
192,False,5,4530,False,False,20,20,9,Non-additive
193,False,5,6720,False,False,16,16,8,(Not uniquely) additive
194,False,5,5190,False,False,16,16,8,Non-additive
195,False,5,5566,False,False,18,18,8,(Not uniquely) additive
196,False,5,7380,False,False,12,12,7,(Not uniquely) additive
197,False,5,7050,False,False,24,24,9,(Not uniquely) additive
198,False,5,9372,False,False,18,18,8,(Not uniquely) additive
199,False,5,7512,False,False,30,30,10,(Not uniquely) additive
200,False,5,4240,False,False,36,36,11,Non-additive
201,False,5,5788,False,False,30,30,10,(Not uniquely) additive
202,False,5,5590,False,False,32,32,10,(Not uniquely) additive
203,False,5,7336,False,False,24,24,9,(Not uniquely) additive
204,False,5,7644,False,False,24,24,9,(Not uniquely) additive
205,False,5,4372,False,False,30,30,10,Non-additive
206,False,5,6546,False,False,30,30,10,(Not uniquely) additive
207,False,5,3940,False,False,36,36,11,Non-additive
208,False,5,5854,False,False,30,30,10,(Not uniquely) additive
209,False,5,5110,False,False,32,32,10,(Not uniquely) additive
210,False,5,4714,False,False,30,30,10,Non-additive
211,False,5,6628,False,False,24,24,9,(Not uniquely) additive
212,False,5,6868,False,False,30,30,10,(Not uniquely) additive
213,False,5,4040,False,False,36,36,11,Non-additive
214,False,5,5452,False,False,30,30,10,(Not uniquely) additive
215,False,5,5580,False,False,30,30,10,(Not uniquely) additive
216,False,5,3640,False,False,36,36,11,Non-additive
217,False,5,3340,False,False,36,36,11,Non-additive
218,False,5,3040,False,False,36,36,11,Non-additive
219,False,5,4614,False,False,30,30,10,Non-additive
220,False,5,4966,False,False,32,32,10,(Not uniquely) additive
221,False,5,4780,False,False,30,30,10,(Not uniquely) additive
222,False,5,4846,False,False,30,30,10,(Not uniquely) additive
223,False,5,4400,False,False,32,32,10,Non-additive
224,False,5,3772,False,False,30,30,10,Non-additive
225,False,5,6634,False,False,24,24,9,(Not uniquely) additive
226,False,5,5712,False,False,24,24,9,(Not uniquely) additive
227,False,5,6766,False,False,24,24,9,(Not uniquely) additive
228,False,5,9628,False,False,24,24,9,(Not uniquely) additive
229,False,5,5998,False,False,32,32,10,(Not uniquely) additive
230,False,5,4906,False,False,32,32,10,Non-additive
231,False,5,6864,False,False,24,24,9,(Not uniquely) additive
232,False,5,4236,False,False,34,34,10,Non-additive
233,False,5,4630,False,False,32,32,10,(Not uniquely) additive
234,False,5,5038,False,False,32,32,10,(Not uniquely) additive
235,False,5,3670,False,False,32,32,10,Non-additive
236,False,5,5568,False,False,26,26,9,(Not uniquely) additive
237,False,5,6178,False,False,26,26,9,(Not uniquely) additive
238,False,5,6406,False,False,26,26,9,(Not uniquely) additive
239,False,5,5920,False,False,24,24,9,(Not uniquely) additive
240,False,5,4504,False,False,24,24,9,Non-additive
241,False,5,7776,False,False,18,18,8,(Not uniquely) additive
242,False,5,6494,False,False,30,30,10,(Not uniquely) additive
243,False,5,4220,False,False,36,36,11,Non-additive
244,False,5,5506,False,False,30,30,10,(Not uniquely) additive
245,False,5,6792,False,False,24,24,9,(Not uniquely) additive
246,False,5,4186,False,False,30,30,10,Non-additive
247,False,5,3000,False,False,48,48,12,Non-additive
248,False,5,3500,False,False,40,40,11,(Not uniquely) additive
249,False,5,3616,False,False,34,34,10,Non-additive
250,False,5,3720,False,False,36,36,11,Non-additive
251,False,5,4340,False,False,30,30,10,(Not uniquely) additive
252,False,5,4474,False,False,30,30,10,Non-additive
253,False,5,4654,False,False,24,24,9,Non-additive
254,False,5,6748,False,False,24,24,9,(Not uniquely) additive
255,False,5,6258,False,False,24,24,9,Non-additive
256,False,5,6002,False,False,32,32,10,(Not uniquely) additive
257,False,5,4552,False,False,32,32,10,Non-additive
258,False,5,6542,False,False,24,24,9,(Not uniquely) additive
259,False,5,3828,False,False,34,34,10,Non-additive
260,False,5,4000,False,False,32,32,10,(Not uniquely) additive
261,False,5,4814,False,False,32,32,10,(Not uniquely) additive
262,False,5,3220,False,False,32,32,10,Non-additive
263,False,5,3966,False,False,26,26,9,Non-additive
264,False,5,5990,False,False,26,26,9,(Not uniquely) additive
265,False,5,4960,False,False,24,24,9,(Not uniquely) additive
266,False,5,3454,False,False,30,30,10,Non-additive
267,False,5,4728,False,False,24,24,9,Non-additive
268,False,5,3748,False,False,24,24,9,Non-additive
269,False,5,5022,False,False,18,18,8,Non-additive
270,False,5,9988,False,False,18,18,8,(Not uniquely) additive
271,False,5,6948,False,False,24,24,9,(Not uniquely) additive
272,False,5,7016,False,False,24,24,9,(Not uniquely) additive
273,False,5,4188,False,False,30,30,10,Non-additive
274,False,5,5130,False,False,26,26,9,(Not uniquely) additive
275,False,5,5334,False,False,24,24,9,(Not uniquely) additive
276,False,5,5760,False,False,24,24,9,(Not uniquely) additive
277,False,5,3820,False,False,30,30,10,Non-additive
278,False,5,4908,False,False,24,24,9,Non-additive
279,False,5,3634,False,False,30,30,10,Non-additive
280,False,5,3268,False,False,30,30,10,Non-additive
281,False,5,5162,False,False,26,26,9,(Not uniquely) additive
282,False,5,5384,False,False,24,24,9,(Not uniquely) additive
283,False,5,4074,False,False,24,24,9,Non-additive
284,False,5,3270,False,False,24,24,9,Non-additive
285,False,5,7002,False,False,18,18,8,(Not uniquely) additive
286,False,5,8020,False,False,24,24,9,(Not uniquely) additive
287,False,5,6288,False,False,24,24,9,Non-additive
288,False,5,9134,False,False,18,18,8,(Not uniquely) additive
289,False,5,7044,False,False,32,32,10,(Not uniquely) additive
290,False,5,4954,False,False,32,32,10,Non-additive
291,False,5,7484,False,False,24,24,9,(Not uniquely) additive
292,False,5,4956,False,False,32,32,10,Non-additive
293,False,5,3940,False,False,34,34,10,Non-additive
294,False,5,4960,False,False,32,32,10,(Not uniquely) additive
295,False,5,6006,False,False,32,32,10,(Not uniquely) additive
296,False,5,3922,False,False,32,32,10,Non-additive
297,False,5,6076,False,False,26,26,9,(Not uniquely) additive
298,False,5,4052,False,False,32,32,10,Non-additive
299,False,5,5922,False,False,24,24,9,Non-additive
300,False,5,4106,False,False,34,34,10,Non-additive
301,False,5,4150,False,False,32,32,10,Non-additive
302,False,5,4200,False,False,32,32,10,Non-additive
303,False,5,3394,False,False,32,32,10,Non-additive
304,False,5,4780,False,False,26,26,9,Non-additive
305,False,5,6548,False,False,26,26,9,(Not uniquely) additive
306,False,5,5006,False,False,26,26,9,Non-additive
307,False,5,5600,False,False,24,24,9,(Not uniquely) additive
308,False,5,4336,False,False,24,24,9,Non-additive
309,False,5,7164,False,False,18,18,8,(Not uniquely) additive
310,False,5,4612,False,False,28,28,9,(Not uniquely) additive
311,False,5,4662,False,False,26,26,9,(Not uniquely) additive
312,False,5,6900,False,False,24,24,9,(Not uniquely) additive
313,False,5,5356,False,False,24,24,9,Non-additive
314,False,5,3680,False,False,34,34,10,Non-additive
315,False,5,3384,False,False,34,34,10,Non-additive
316,False,5,3124,False,False,34,34,10,Non-additive
317,False,5,4892,False,False,28,28,9,(Not uniquely) additive
318,False,5,4024,False,False,28,28,9,Non-additive
319,False,5,3962,False,False,28,28,9,(Not uniquely) additive
320,False,5,5610,False,False,24,24,9,(Not uniquely) additive
321,False,5,4000,False,False,32,32,10,(Not uniquely) additive
322,False,5,4330,False,False,32,32,10,(Not uniquely) additive
323,False,5,3370,False,False,32,32,10,Non-additive
324,False,5,5002,False,False,26,26,9,(Not uniquely) additive
325,False,5,4500,False,False,26,26,9,(Not uniquely) additive
326,False,5,6502,False,False,24,24,9,(Not uniquely) additive
327,False,5,8032,False,False,24,24,9,(Not uniquely) additive
328,False,5,5052,False,False,24,24,9,Non-additive
329,False,5,5586,False,False,24,24,9,(Not uniquely) additive
330,False,5,4500,False,False,24,24,9,(Not uniquely) additive
331,False,5,5314,False,False,24,24,9,(Not uniquely) additive
332,False,5,4146,False,False,24,24,9,Non-additive
333,False,5,3720,False,False,24,24,9,Non-additive
334,False,5,5008,False,False,26,26,9,(Not uniquely) additive
335,False,5,3734,False,False,28,28,9,Non-additive
336,False,5,5352,False,False,18,18,8,(Not uniquely) additive
337,False,5,8426,False,False,18,18,8,(Not uniquely) additive
338,False,5,5166,False,False,28,28,9,(Not uniquely) additive
339,False,5,5290,False,False,26,26,9,(Not uniquely) additive
340,False,5,4174,False,False,26,26,9,Non-additive
341,False,5,6584,False,False,20,20,8,(Not uniquely) additive
342,False,5,7248,False,False,18,18,8,(Not uniquely) additive
343,False,5,4960,False,False,24,24,9,(Not uniquely) additive
344,False,5,4000,False,False,24,24,9,Non-additive
345,False,5,6928,False,False,18,18,8,(Not uniquely) additive
346,False,5,5940,False,False,18,18,8,(Not uniquely) additive
347,False,5,7162,False,False,18,18,8,(Not uniquely) additive
348,False,5,5580,False,False,18,18,8,(Not uniquely) additive
349,False,5,3496,False,False,24,24,9,Non-additive
350,False,5,5646,False,False,18,18,8,(Not uniquely) additive
351,False,5,4368,False,False,18,18,8,Non-additive
352,False,5,3612,True,True,18,18,8,Non-additive
353,False,5,5358,False,False,20,20,8,(Not uniquely) additive
354,False,5,7296,False,False,12,12,7,(Not uniquely) additive
355,False,5,6532,False,False,30,30,10,(Not uniquely) additive
356,False,5,3990,False,False,36,36,11,Non-additive
357,False,5,6028,False,False,30,30,10,(Not uniquely) additive
358,False,5,6692,False,False,30,30,10,(Not uniquely) additive
359,False,5,4060,False,False,36,36,11,Non-additive
360,False,5,5418,False,False,30,30,10,(Not uniquely) additive
361,False,5,5182,False,False,32,32,10,(Not uniquely) additive
362,False,5,4738,False,False,30,30,10,Non-additive
363,False,5,6776,False,False,24,24,9,(Not uniquely) additive
364,False,5,5430,False,False,32,32,10,(Not uniquely) additive
365,False,5,6914,False,False,24,24,9,(Not uniquely) additive
366,False,5,4372,False,False,30,30,10,Non-additive
367,False,5,5674,False,False,30,30,10,(Not uniquely) additive
368,False,5,3860,False,False,36,36,11,Non-additive
369,False,5,5856,False,False,30,30,10,(Not uniquely) additive
370,False,5,4952,False,False,32,32,10,(Not uniquely) additive
371,False,5,4326,False,False,30,30,10,Non-additive
372,False,5,6322,False,False,24,24,9,(Not uniquely) additive
373,False,5,3870,False,False,40,40,11,(Not uniquely) additive
374,False,5,2860,False,False,48,48,12,Non-additive
375,False,5,3570,False,False,40,40,11,(Not uniquely) additive
376,False,5,4166,False,False,34,34,10,(Not uniquely) additive
377,False,5,3798,False,False,34,34,10,(Not uniquely) additive
378,False,5,4610,False,False,30,30,10,(Not uniquely) additive
379,False,5,3460,False,False,36,36,11,Non-additive
380,False,5,3460,False,False,36,36,11,Non-additive
381,False,5,3260,False,False,36,36,11,Non-additive
382,False,5,4108,False,False,30,30,10,Non-additive
383,False,5,4290,False,False,30,30,10,(Not uniquely) additive
384,False,5,4792,False,False,30,30,10,(Not uniquely) additive
385,False,5,3706,False,False,30,30,10,Non-additive
386,False,5,3546,False,False,34,34,10,(Not uniquely) additive
387,False,5,4938,False,False,24,24,9,(Not uniquely) additive
388,False,5,4516,False,False,24,24,9,(Not uniquely) additive
389,False,5,4970,False,False,34,34,10,(Not uniquely) additive
390,False,5,3748,False,False,42,42,11,Non-additive
391,False,5,3358,False,False,42,42,11,Non-additive
392,False,5,3290,False,False,42,42,11,Non-additive
393,False,5,3568,False,False,36,36,10,Non-additive
394,False,5,2490,False,False,48,48,11,Non-additive
395,False,5,3344,False,False,36,36,10,Non-additive
396,False,5,3326,False,False,42,42,11,Non-additive
397,False,5,4006,False,False,34,34,10,(Not uniquely) additive
398,False,5,4344,False,False,34,34,10,(Not uniquely) additive
399,False,5,4280,False,False,32,32,10,(Not uniquely) additive
400,False,5,4772,False,False,26,26,9,(Not uniquely) additive
401,False,5,4166,False,False,34,34,10,(Not uniquely) additive
402,False,5,3096,False,False,42,42,11,Non-additive
403,False,5,3090,False,False,42,42,11,Non-additive
404,False,5,2896,False,False,42,42,11,Non-additive
405,False,5,3838,False,False,36,36,10,(Not uniquely) additive
406,False,5,3704,False,False,34,34,10,Non-additive
407,False,5,4050,False,False,32,32,10,(Not uniquely) additive
408,False,5,3522,False,False,32,32,10,Non-additive
409,False,5,3622,False,False,34,34,10,Non-additive
410,False,5,3080,False,False,36,36,10,Non-additive
411,False,5,4068,False,False,26,26,9,Non-additive
412,False,5,3858,False,False,36,36,10,(Not uniquely) additive
413,False,5,3948,False,False,34,34,10,(Not uniquely) additive
414,False,5,3222,False,False,36,36,10,Non-additive
415,False,5,4310,False,False,28,28,9,(Not uniquely) additive
416,False,5,4324,False,False,34,34,10,(Not uniquely) additive
417,False,5,3694,False,False,46,46,11,(Not uniquely) additive
418,False,5,2300,False,False,60,60,12,Non-additive
419,False,5,2914,False,False,46,46,11,Non-additive
420,False,5,3234,False,False,42,42,11,Non-additive
421,False,5,3226,False,False,46,46,11,(Not uniquely) additive
422,False,5,4004,False,False,34,34,10,(Not uniquely) additive
423,False,5,4166,False,False,34,34,10,(Not uniquely) additive
424,False,5,3526,False,False,34,34,10,Non-additive
425,False,5,4774,False,False,26,26,9,(Not uniquely) additive
426,False,5,3340,False,False,34,34,10,Non-additive
427,False,5,4596,False,False,26,26,9,(Not uniquely) additive
428,False,5,5120,False,False,24,24,9,(Not uniquely) additive
429,False,5,3606,False,False,30,30,10,Non-additive
430,False,5,4962,False,False,24,24,9,(Not uniquely) additive
431,False,5,4152,False,False,24,24,9,Non-additive
432,False,5,4252,False,False,26,26,9,(Not uniquely) additive
433,False,5,5508,False,False,18,18,8,(Not uniquely) additive
434,False,5,5870,False,False,30,30,10,(Not uniquely) additive
435,False,5,3840,False,False,36,36,11,Non-additive
436,False,5,5554,False,False,30,30,10,(Not uniquely) additive
437,False,5,3540,False,False,36,36,11,Non-additive
438,False,5,4546,False,False,30,30,10,Non-additive
439,False,5,5050,False,False,30,30,10,(Not uniquely) additive
440,False,5,3540,False,False,36,36,11,Non-additive
441,False,5,3090,False,False,36,36,11,Non-additive
442,False,5,4414,False,False,32,32,10,(Not uniquely) additive
443,False,5,4072,False,False,30,30,10,Non-additive
444,False,5,6032,False,False,24,24,9,(Not uniquely) additive
445,False,5,6874,False,False,24,24,9,(Not uniquely) additive
446,False,5,4242,False,False,30,30,10,Non-additive
447,False,5,5640,False,False,32,32,10,(Not uniquely) additive
448,False,5,4696,False,False,32,32,10,Non-additive
449,False,5,4400,False,False,30,30,10,Non-additive
450,False,5,6430,False,False,24,24,9,(Not uniquely) additive
451,False,5,4048,False,False,32,32,10,Non-additive
452,False,5,6582,False,False,26,26,9,(Not uniquely) additive
453,False,5,4224,False,False,34,34,10,Non-additive
454,False,5,4172,False,False,32,32,10,Non-additive
455,False,5,4420,False,False,32,32,10,(Not uniquely) additive
456,False,5,4878,False,False,32,32,10,(Not uniquely) additive
457,False,5,3658,False,False,32,32,10,Non-additive
458,False,5,5104,False,False,26,26,9,(Not uniquely) additive
459,False,5,6098,False,False,26,26,9,(Not uniquely) additive
460,False,5,5462,False,False,24,24,9,Non-additive
461,False,5,4090,False,False,30,30,10,Non-additive
462,False,5,5600,False,False,24,24,9,(Not uniquely) additive
463,False,5,5756,False,False,24,24,9,(Not uniquely) additive
464,False,5,3442,False,False,30,30,10,Non-additive
465,False,5,4592,False,False,24,24,9,Non-additive
466,False,5,5142,False,False,26,26,9,(Not uniquely) additive
467,False,5,4424,False,False,24,24,9,Non-additive
468,False,5,7056,False,False,18,18,8,(Not uniquely) additive
469,False,5,6308,False,False,24,24,9,(Not uniquely) additive
470,False,5,4494,False,False,30,30,10,Non-additive
471,False,5,4408,False,False,26,26,9,(Not uniquely) additive
472,False,5,3130,False,False,40,40,11,Non-additive
473,False,5,4140,False,False,32,32,10,(Not uniquely) additive
474,False,5,3806,False,False,34,34,10,Non-additive
475,False,5,3216,False,False,34,34,10,Non-additive
476,False,5,4490,False,False,26,26,9,(Not uniquely) additive
477,False,5,4180,False,False,28,28,9,(Not uniquely) additive
478,False,5,2978,False,False,38,38,10,Non-additive
479,False,5,2978,False,False,38,38,10,Non-additive
480,False,5,4370,False,False,28,28,9,(Not uniquely) additive
481,False,5,4304,False,False,28,28,9,(Not uniquely) additive
482,False,5,3810,False,False,30,30,10,Non-additive
483,False,5,3628,False,False,30,30,10,Non-additive
484,False,5,4960,False,False,24,24,9,(Not uniquely) additive
485,False,5,5106,False,False,24,24,9,(Not uniquely) additive
486,False,5,3188,False,False,36,36,10,Non-additive
487,False,5,4276,False,False,24,24,9,Non-additive
488,False,5,4676,False,False,24,24,9,Non-additive
489,False,5,3978,False,False,24,24,9,Non-additive
490,False,5,4626,False,False,24,24,9,(Not uniquely) additive
491,False,5,3882,False,False,28,28,9,(Not uniquely) additive
492,False,5,5274,False,False,18,18,8,(Not uniquely) additive
493,False,5,3548,False,False,36,36,10,Non-additive
494,False,5,4974,False,False,26,26,9,(Not uniquely) additive
495,False,5,4814,False,False,34,34,10,(Not uniquely) additive
496,False,5,3524,False,False,42,42,11,Non-additive
497,False,5,3380,False,False,42,42,11,Non-additive
498,False,5,3378,False,False,36,36,10,Non-additive
499,False,5,2490,False,False,48,48,11,Non-additive
500,False,5,3468,False,False,36,36,10,Non-additive
501,False,5,3004,False,False,42,42,11,Non-additive
502,False,5,3854,False,False,34,34,10,(Not uniquely) additive
503,False,5,3862,False,False,36,36,10,(Not uniquely) additive
504,False,5,4046,False,False,34,34,10,(Not uniquely) additive
