ID,Centrally symmetric,Dimension,Degree,Zero barycentre,Zero dual barycentre,Volume,# Vertices,# Facets,Class
5185,False,6,67680,False,False,64,64,12,(Not uniquely) additive
5186,False,6,84264,False,False,64,64,12,(Not uniquely) additive
5187,False,6,52994,False,False,64,64,12,Non-additive
5188,False,6,85571,False,False,52,52,11,(Not uniquely) additive
5189,False,6,56382,False,False,64,64,12,Non-additive
5190,False,6,53347,False,False,60,60,12,Non-additive
5191,False,6,82928,False,False,48,48,11,Non-additive
5192,False,6,51723,False,False,64,64,12,Non-additive
5193,False,6,56352,False,False,64,64,12,Non-additive
5194,False,6,58329,False,False,64,64,12,Non-additive
5195,False,6,45654,False,False,64,64,12,Non-additive
5196,False,6,66371,False,False,52,52,11,Non-additive
5197,False,6,71004,False,False,52,52,11,Non-additive
5198,False,6,73480,False,False,48,48,11,Non-additive
5199,False,6,52800,False,False,60,60,12,Non-additive
5200,False,6,77160,False,False,48,48,11,(Not uniquely) additive
5201,False,6,81488,False,False,48,48,11,(Not uniquely) additive
5202,False,6,43339,False,False,60,60,12,Non-additive
5203,False,6,60611,False,False,48,48,11,Non-additive
5204,False,6,59064,False,False,48,48,11,Non-additive
5205,False,6,103491,False,False,36,36,10,(Not uniquely) additive
5206,False,6,77884,False,False,56,56,11,Non-additive
5207,False,6,47292,False,False,64,64,12,Non-additive
5208,False,6,67286,False,False,52,52,11,Non-additive
5209,False,6,48576,False,False,64,64,12,Non-additive
5210,False,6,78984,False,False,52,52,11,(Not uniquely) additive
5211,False,6,70986,False,False,52,52,11,(Not uniquely) additive
5212,False,6,40812,False,False,64,64,12,Non-additive
5213,False,6,42096,False,False,64,64,12,Non-additive
5214,False,6,65526,False,False,53,53,11,(Not uniquely) additive
5215,False,6,71596,False,False,55,55,11,(Not uniquely) additive
5216,False,6,80766,False,False,56,56,11,(Not uniquely) additive
5217,False,6,58677,False,False,56,56,11,Non-additive
5218,False,6,61860,False,False,52,52,11,Non-additive
5219,False,6,101620,False,False,40,40,10,(Not uniquely) additive
5220,False,6,67956,False,False,56,56,11,(Not uniquely) additive
5221,False,6,63385,False,False,52,52,11,(Not uniquely) additive
5222,False,6,43938,False,False,68,68,12,Non-additive
5223,False,6,50688,False,False,68,68,12,Non-additive
5224,False,6,48348,False,False,68,68,12,Non-additive
5225,False,6,54473,False,False,56,56,11,(Not uniquely) additive
5226,False,6,75674,False,False,48,48,11,(Not uniquely) additive
5227,False,6,82599,False,False,48,48,11,(Not uniquely) additive
5228,False,6,50064,False,False,64,64,12,Non-additive
5229,False,6,53442,False,False,64,64,12,Non-additive
5230,False,6,40418,False,False,64,64,12,Non-additive
5231,False,6,59535,False,False,52,52,11,Non-additive
5232,False,6,53040,False,False,64,64,12,(Not uniquely) additive
5233,False,6,58536,False,False,64,64,12,(Not uniquely) additive
5234,False,6,43896,False,False,64,64,12,Non-additive
5235,False,6,69640,False,False,52,52,11,(Not uniquely) additive
5236,False,6,61248,False,False,52,52,11,(Not uniquely) additive
5237,False,6,56454,False,False,55,55,11,(Not uniquely) additive
5238,False,6,63034,False,False,55,55,11,(Not uniquely) additive
5239,False,6,89945,False,False,48,48,11,(Not uniquely) additive
5240,False,6,69642,False,False,48,48,11,Non-additive
5241,False,6,56486,False,False,49,49,11,Non-additive
5242,False,6,58169,False,False,48,48,11,Non-additive
5243,False,6,59670,False,False,48,48,11,(Not uniquely) additive
5244,False,6,67097,False,False,48,48,11,(Not uniquely) additive
5245,False,6,69356,False,False,48,48,11,(Not uniquely) additive
5246,False,6,72975,False,False,48,48,11,(Not uniquely) additive
5247,False,6,56660,False,False,48,48,11,Non-additive
5248,False,6,46239,False,False,48,48,11,Non-additive
5249,False,6,48242,False,False,48,48,11,Non-additive
5250,False,6,69143,False,False,52,52,11,(Not uniquely) additive
5251,False,6,50332,False,False,56,56,11,Non-additive
5252,False,6,43545,False,False,55,55,11,Non-additive
5253,False,6,73986,False,False,36,36,10,(Not uniquely) additive
5254,False,6,75714,False,False,56,56,11,(Not uniquely) additive
5255,False,6,73176,False,False,52,52,11,(Not uniquely) additive
5256,False,6,49330,False,False,56,56,11,Non-additive
5257,False,6,57524,False,False,52,52,11,Non-additive
5258,False,6,93466,False,False,40,40,10,(Not uniquely) additive
5259,False,6,102648,False,False,36,36,10,Non-additive
5260,False,6,68905,False,False,45,45,11,Non-additive
5261,False,6,100016,False,False,36,36,10,(Not uniquely) additive
5262,False,6,62209,False,False,45,45,11,Non-additive
5263,False,6,105536,False,False,36,36,10,(Not uniquely) additive
5264,False,6,118611,False,False,33,33,10,(Not uniquely) additive
5265,False,6,65544,False,False,48,48,11,Non-additive
5266,False,6,79838,False,False,48,48,11,(Not uniquely) additive
5267,False,6,50392,False,False,48,48,11,Non-additive
5268,False,6,87183,False,False,36,36,10,Non-additive
5269,False,6,49080,False,False,60,60,12,Non-additive
5270,False,6,67200,False,False,48,48,11,(Not uniquely) additive
5271,False,6,69072,False,False,48,48,11,(Not uniquely) additive
5272,False,6,41304,False,False,60,60,12,Non-additive
5273,False,6,61208,False,False,48,48,11,Non-additive
5274,False,6,55104,False,False,48,48,11,Non-additive
5275,False,6,51871,False,False,51,51,11,Non-additive
5276,False,6,61704,False,False,52,52,11,(Not uniquely) additive
5277,False,6,53088,False,False,48,48,11,Non-additive
5278,False,6,102928,False,False,36,36,10,(Not uniquely) additive
5279,False,6,84672,False,False,36,36,10,(Not uniquely) additive
5280,False,6,55831,False,False,48,48,11,Non-additive
5281,False,6,45643,False,False,51,51,11,Non-additive
5282,False,6,92487,False,False,39,39,10,(Not uniquely) additive
5283,False,6,82426,False,False,39,39,10,(Not uniquely) additive
5284,False,6,82379,False,False,39,39,10,(Not uniquely) additive
5285,False,6,65617,False,False,45,45,11,Non-additive
5286,False,6,55215,False,False,45,45,11,Non-additive
5287,False,6,51568,False,False,45,45,11,Non-additive
5288,False,6,37580,False,False,60,60,12,Non-additive
5289,False,6,54294,False,False,45,45,11,Non-additive
5290,False,6,45577,False,False,45,45,11,Non-additive
5291,False,6,47775,False,False,52,52,11,Non-additive
5292,False,6,82536,False,False,33,33,10,(Not uniquely) additive
5293,False,6,65481,False,False,33,33,10,Non-additive
5294,False,6,99296,False,False,36,36,10,(Not uniquely) additive
5295,False,6,99728,False,False,36,36,10,(Not uniquely) additive
5296,False,6,48938,False,False,52,52,11,Non-additive
5297,False,6,77192,False,False,36,36,10,Non-additive
5298,False,6,75600,False,False,36,36,10,(Not uniquely) additive
5299,False,6,82160,False,False,36,36,10,(Not uniquely) additive
5300,False,6,45472,False,False,48,48,11,Non-additive
5301,False,6,77824,False,False,36,36,10,(Not uniquely) additive
5302,False,6,58232,False,False,36,36,10,Non-additive
5303,False,6,57680,False,False,36,36,10,Non-additive
5304,False,6,77670,False,False,40,40,10,(Not uniquely) additive
5305,False,6,74570,False,False,40,40,10,(Not uniquely) additive
5306,False,6,58436,False,False,39,39,10,Non-additive
5307,False,6,107520,False,False,24,24,9,(Not uniquely) additive
5308,False,6,88256,False,False,48,48,11,(Not uniquely) additive
5309,False,6,59300,False,False,60,60,12,Non-additive
5310,False,6,69167,False,False,53,53,11,(Not uniquely) additive
5311,False,6,81274,False,False,48,48,11,(Not uniquely) additive
5312,False,6,75914,False,False,51,51,11,Non-additive
5313,False,6,45810,False,False,63,63,12,Non-additive
5314,False,6,75696,False,False,48,48,11,(Not uniquely) additive
5315,False,6,53928,False,False,60,60,12,Non-additive
5316,False,6,74168,False,False,48,48,11,Non-additive
5317,False,6,51286,False,False,60,60,12,Non-additive
5318,False,6,44344,False,False,60,60,12,Non-additive
5319,False,6,69820,False,False,52,52,11,(Not uniquely) additive
5320,False,6,58384,False,False,48,48,11,Non-additive
5321,False,6,55906,False,False,51,51,11,Non-additive
5322,False,6,62096,False,False,48,48,11,Non-additive
5323,False,6,100656,False,False,36,36,10,(Not uniquely) additive
5324,False,6,58112,False,False,52,52,11,(Not uniquely) additive
5325,False,6,44604,False,False,63,63,12,Non-additive
5326,False,6,60484,False,False,48,48,11,Non-additive
5327,False,6,53332,False,False,54,54,11,Non-additive
5328,False,6,63440,False,False,48,48,11,(Not uniquely) additive
5329,False,6,49000,False,False,60,60,12,Non-additive
5330,False,6,37460,False,False,75,75,13,Non-additive
5331,False,6,66960,False,False,48,48,11,(Not uniquely) additive
5332,False,6,37924,False,False,63,63,12,Non-additive
5333,False,6,50846,False,False,48,48,11,Non-additive
5334,False,6,64206,False,False,36,36,10,Non-additive
5335,False,6,40032,False,False,54,54,11,Non-additive
5336,False,6,64941,False,False,52,52,11,(Not uniquely) additive
5337,False,6,42707,False,False,80,80,13,Non-additive
5338,False,6,58864,False,False,64,64,12,(Not uniquely) additive
5339,False,6,53852,False,False,68,68,12,Non-additive
5340,False,6,43214,False,False,68,68,12,Non-additive
5341,False,6,61456,False,False,52,52,11,(Not uniquely) additive
5342,False,6,50778,False,False,52,52,11,Non-additive
5343,False,6,37202,False,False,80,80,13,Non-additive
5344,False,6,51664,False,False,64,64,12,Non-additive
5345,False,6,37639,False,False,68,68,12,Non-additive
5346,False,6,55616,False,False,52,52,11,Non-additive
5347,False,6,55798,False,False,56,56,11,(Not uniquely) additive
5348,False,6,44812,False,False,56,56,11,Non-additive
5349,False,6,48112,False,False,60,60,12,Non-additive
5350,False,6,45904,False,False,60,60,12,Non-additive
5351,False,6,65384,False,False,48,48,11,(Not uniquely) additive
5352,False,6,66512,False,False,48,48,11,(Not uniquely) additive
5353,False,6,55104,False,False,48,48,11,Non-additive
5354,False,6,61508,False,False,48,48,11,Non-additive
5355,False,6,49856,False,False,48,48,11,Non-additive
5356,False,6,59056,False,False,48,48,11,(Not uniquely) additive
5357,False,6,68256,False,False,36,36,10,(Not uniquely) additive
5358,False,6,46391,False,False,69,69,12,(Not uniquely) additive
5359,False,6,65223,False,False,53,53,11,(Not uniquely) additive
5360,False,6,40943,False,False,69,69,12,Non-additive
5361,False,6,45567,False,False,54,54,11,Non-additive
5362,False,6,44306,False,False,54,54,11,Non-additive
5363,False,6,52896,False,False,52,52,11,(Not uniquely) additive
5364,False,6,52055,False,False,53,53,11,(Not uniquely) additive
5365,False,6,53728,False,False,52,52,11,(Not uniquely) additive
5366,False,6,52793,False,False,53,53,11,(Not uniquely) additive
5367,False,6,48374,False,False,54,54,11,Non-additive
5368,False,6,47138,False,False,54,54,11,Non-additive
5369,False,6,43907,False,False,56,56,11,Non-additive
5370,False,6,64194,False,False,37,37,10,(Not uniquely) additive
5371,False,6,51575,False,False,54,54,11,Non-additive
5372,False,6,54867,False,False,53,53,11,(Not uniquely) additive
5373,False,6,65991,False,False,41,41,10,(Not uniquely) additive
5374,False,6,43865,False,False,56,56,11,Non-additive
5375,False,6,43157,False,False,72,72,12,Non-additive
5376,False,6,61673,False,False,56,56,11,(Not uniquely) additive
5377,False,6,48638,False,False,56,56,11,Non-additive
5378,False,6,50566,False,False,56,56,11,(Not uniquely) additive
5379,False,6,45704,False,False,64,64,12,Non-additive
5380,False,6,70801,False,False,48,48,11,(Not uniquely) additive
5381,False,6,47477,False,False,64,64,12,(Not uniquely) additive
5382,False,6,50315,False,False,55,55,11,(Not uniquely) additive
5383,False,6,66434,False,False,55,55,11,(Not uniquely) additive
5384,False,6,37560,False,False,80,80,13,Non-additive
5385,False,6,49680,False,False,64,64,12,(Not uniquely) additive
5386,False,6,45672,False,False,68,68,12,Non-additive
5387,False,6,38592,False,False,68,68,12,Non-additive
5388,False,6,61632,False,False,52,52,11,(Not uniquely) additive
5389,False,6,53880,False,False,52,52,11,(Not uniquely) additive
5390,False,6,75512,False,False,52,52,11,(Not uniquely) additive
5391,False,6,46087,False,False,65,65,12,Non-additive
5392,False,6,46024,False,False,64,64,12,Non-additive
5393,False,6,45591,False,False,68,68,12,Non-additive
5394,False,6,50106,False,False,52,52,11,Non-additive
5395,False,6,40940,False,False,65,65,12,Non-additive
5396,False,6,38237,False,False,65,65,12,Non-additive
5397,False,6,51143,False,False,53,53,11,(Not uniquely) additive
5398,False,6,54280,False,False,52,52,11,(Not uniquely) additive
5399,False,6,51856,False,False,52,52,11,Non-additive
5400,False,6,46024,False,False,52,52,11,Non-additive
5401,False,6,38445,False,False,68,68,12,Non-additive
5402,False,6,51785,False,False,55,55,11,Non-additive
5403,False,6,53910,False,False,64,64,12,(Not uniquely) additive
5404,False,6,43685,False,False,64,64,12,Non-additive
5405,False,6,40547,False,False,64,64,12,Non-additive
5406,False,6,51316,False,False,49,49,11,Non-additive
5407,False,6,53223,False,False,49,49,11,Non-additive
5408,False,6,50994,False,False,49,49,11,Non-additive
5409,False,6,44509,False,False,49,49,11,Non-additive
5410,False,6,58131,False,False,48,48,11,(Not uniquely) additive
5411,False,6,52418,False,False,53,53,11,(Not uniquely) additive
5412,False,6,44007,False,False,57,57,11,Non-additive
5413,False,6,41877,False,False,55,55,11,Non-additive
5414,False,6,65483,False,False,36,36,10,(Not uniquely) additive
5415,False,6,65223,False,False,41,41,10,(Not uniquely) additive
5416,False,6,43397,False,False,56,56,11,Non-additive
5417,False,6,67485,False,False,40,40,10,(Not uniquely) additive
5418,False,6,50160,False,False,56,56,11,(Not uniquely) additive
5419,False,6,35736,False,False,76,76,12,Non-additive
5420,False,6,35736,False,False,76,76,12,Non-additive
5421,False,6,52440,False,False,56,56,11,(Not uniquely) additive
5422,False,6,51648,False,False,56,56,11,(Not uniquely) additive
5423,False,6,50265,False,False,56,56,11,(Not uniquely) additive
5424,False,6,39610,False,False,60,60,11,Non-additive
5425,False,6,39236,False,False,60,60,11,Non-additive
5426,False,6,49126,False,False,60,60,11,Non-additive
5427,False,6,49864,False,False,60,60,11,(Not uniquely) additive
5428,False,6,41210,False,False,60,60,11,Non-additive
5429,False,6,30750,False,False,80,80,12,Non-additive
5430,False,6,40732,False,False,60,60,11,Non-additive
5431,False,6,47605,False,False,60,60,11,(Not uniquely) additive
5432,False,6,40530,False,False,60,60,11,Non-additive
5433,False,6,59692,False,False,40,40,10,(Not uniquely) additive
5434,False,6,62465,False,False,40,40,10,(Not uniquely) additive
5435,False,6,61467,False,False,40,40,10,(Not uniquely) additive
5436,False,6,43202,False,False,56,56,11,Non-additive
5437,False,6,83921,False,False,40,40,10,(Not uniquely) additive
5438,False,6,59576,False,False,48,48,11,Non-additive
5439,False,6,90544,False,False,36,36,10,(Not uniquely) additive
5440,False,6,56992,False,False,48,48,11,(Not uniquely) additive
5441,False,6,66692,False,False,48,48,11,(Not uniquely) additive
5442,False,6,48516,False,False,51,51,11,Non-additive
5443,False,6,48506,False,False,48,48,11,Non-additive
5444,False,6,59038,False,False,51,51,11,(Not uniquely) additive
5445,False,6,51891,False,False,51,51,11,(Not uniquely) additive
5446,False,6,72902,False,False,39,39,10,(Not uniquely) additive
5447,False,6,48690,False,False,54,54,11,Non-additive
5448,False,6,43343,False,False,54,54,11,Non-additive
5449,False,6,47406,False,False,59,59,11,(Not uniquely) additive
5450,False,6,46596,False,False,55,55,11,(Not uniquely) additive
5451,False,6,68340,False,False,39,39,10,(Not uniquely) additive
5452,False,6,59441,False,False,39,39,10,(Not uniquely) additive
5453,False,6,92640,False,False,33,33,10,Non-additive
5454,False,6,53986,False,False,51,51,11,Non-additive
5455,False,6,91178,False,False,39,39,10,(Not uniquely) additive
5456,False,6,45720,False,False,60,60,12,Non-additive
5457,False,6,43536,False,False,60,60,12,Non-additive
5458,False,6,59520,False,False,48,48,11,(Not uniquely) additive
5459,False,6,61272,False,False,48,48,11,(Not uniquely) additive
5460,False,6,53670,False,False,51,51,11,(Not uniquely) additive
5461,False,6,38256,False,False,72,72,12,Non-additive
5462,False,6,51312,False,False,48,48,11,Non-additive
5463,False,6,56112,False,False,48,48,11,Non-additive
5464,False,6,53200,False,False,48,48,11,Non-additive
5465,False,6,47736,False,False,48,48,11,Non-additive
5466,False,6,55512,False,False,48,48,11,(Not uniquely) additive
5467,False,6,74896,False,False,36,36,10,(Not uniquely) additive
5468,False,6,46584,False,False,56,56,11,(Not uniquely) additive
5469,False,6,63288,False,False,36,36,10,(Not uniquely) additive
5470,False,6,101504,False,False,36,36,10,(Not uniquely) additive
5471,False,6,60278,False,False,45,45,11,Non-additive
5472,False,6,55784,False,False,48,48,11,Non-additive
5473,False,6,39374,False,False,60,60,12,Non-additive
5474,False,6,45624,False,False,48,48,11,Non-additive
5475,False,6,53688,False,False,48,48,11,Non-additive
5476,False,6,52016,False,False,48,48,11,Non-additive
5477,False,6,58266,False,False,36,36,10,Non-additive
5478,False,6,90128,False,False,36,36,10,(Not uniquely) additive
5479,False,6,63616,False,False,45,45,11,Non-additive
5480,False,6,40840,False,False,60,60,12,Non-additive
5481,False,6,52380,False,False,45,45,11,Non-additive
5482,False,6,50514,False,False,45,45,11,Non-additive
5483,False,6,53976,False,False,52,52,11,(Not uniquely) additive
5484,False,6,53600,False,False,48,48,11,Non-additive
5485,False,6,51864,False,False,52,52,11,(Not uniquely) additive
5486,False,6,42366,False,False,51,51,11,Non-additive
5487,False,6,50104,False,False,48,48,11,Non-additive
5488,False,6,48310,False,False,51,51,11,Non-additive
5489,False,6,49560,False,False,52,52,11,Non-additive
5490,False,6,46651,False,False,56,56,11,(Not uniquely) additive
5491,False,6,68040,False,False,36,36,10,(Not uniquely) additive
5492,False,6,71560,False,False,36,36,10,(Not uniquely) additive
5493,False,6,59024,False,False,36,36,10,Non-additive
5494,False,6,57600,False,False,36,36,10,(Not uniquely) additive
5495,False,6,47326,False,False,48,48,11,Non-additive
5496,False,6,62986,False,False,39,39,10,Non-additive
5497,False,6,64218,False,False,39,39,10,(Not uniquely) additive
5498,False,6,59032,False,False,48,48,11,(Not uniquely) additive
5499,False,6,49432,False,False,48,48,11,Non-additive
5500,False,6,51296,False,False,48,48,11,Non-additive
5501,False,6,44056,False,False,48,48,11,Non-additive
5502,False,6,42017,False,False,54,54,11,Non-additive
5503,False,6,67176,False,False,33,33,10,Non-additive
5504,False,6,56978,False,False,33,33,10,Non-additive
5505,False,6,69336,False,False,36,36,10,(Not uniquely) additive
5506,False,6,41806,False,False,51,51,11,Non-additive
5507,False,6,65488,False,False,36,36,10,(Not uniquely) additive
5508,False,6,75546,False,False,36,36,10,(Not uniquely) additive
5509,False,6,55902,False,False,40,40,10,Non-additive
5510,False,6,66618,False,False,40,40,10,(Not uniquely) additive
5511,False,6,58898,False,False,41,41,10,(Not uniquely) additive
5512,False,6,56095,False,False,41,41,10,(Not uniquely) additive
5513,False,6,55295,False,False,41,41,10,(Not uniquely) additive
5514,False,6,58927,False,False,40,40,10,(Not uniquely) additive
5515,False,6,54702,False,False,40,40,10,(Not uniquely) additive
5516,False,6,54535,False,False,39,39,10,(Not uniquely) additive
5517,False,6,50484,False,False,39,39,10,Non-additive
5518,False,6,49289,False,False,39,39,10,Non-additive
5519,False,6,78848,False,False,24,24,9,(Not uniquely) additive
5520,False,6,69285,False,False,43,43,10,(Not uniquely) additive
5521,False,6,43365,False,False,59,59,11,Non-additive
5522,False,6,33615,False,False,75,75,12,Non-additive
5523,False,6,55886,False,False,51,51,11,Non-additive
5524,False,6,75414,False,False,39,39,10,(Not uniquely) additive
5525,False,6,81144,False,False,36,36,10,(Not uniquely) additive
5526,False,6,59622,False,False,51,51,11,(Not uniquely) additive
5527,False,6,38538,False,False,69,69,12,Non-additive
5528,False,6,56928,False,False,48,48,11,Non-additive
5529,False,6,53175,False,False,56,56,11,(Not uniquely) additive
5530,False,6,56227,False,False,55,55,11,(Not uniquely) additive
5531,False,6,64686,False,False,39,39,10,(Not uniquely) additive
5532,False,6,60414,False,False,39,39,10,Non-additive
5533,False,6,73405,False,False,43,43,10,(Not uniquely) additive
5534,False,6,58590,False,False,43,43,10,(Not uniquely) additive
5535,False,6,84510,False,False,27,27,9,(Not uniquely) additive
5536,False,6,53895,False,False,39,39,10,Non-additive
5537,False,6,65508,False,False,56,56,11,(Not uniquely) additive
5538,False,6,35262,False,False,76,76,12,Non-additive
5539,False,6,51546,False,False,56,56,11,Non-additive
5540,False,6,89576,False,False,40,40,10,(Not uniquely) additive
5541,False,6,48728,False,False,56,56,11,Non-additive
5542,False,6,42576,False,False,72,72,12,Non-additive
5543,False,6,59688,False,False,52,52,11,(Not uniquely) additive
5544,False,6,57428,False,False,56,56,11,Non-additive
5545,False,6,35028,False,False,72,72,12,Non-additive
5546,False,6,50148,False,False,56,56,11,Non-additive
5547,False,6,47850,False,False,52,52,11,Non-additive
5548,False,6,96334,False,False,40,40,10,(Not uniquely) additive
5549,False,6,73458,False,False,40,40,10,(Not uniquely) additive
5550,False,6,69932,False,False,68,68,12,(Not uniquely) additive
5551,False,6,48980,False,False,84,84,13,Non-additive
5552,False,6,49418,False,False,84,84,13,Non-additive
5553,False,6,46486,False,False,72,72,12,Non-additive
5554,False,6,33032,False,False,96,96,13,Non-additive
5555,False,6,50392,False,False,72,72,12,Non-additive
5556,False,6,38132,False,False,84,84,13,Non-additive
5557,False,6,51788,False,False,68,68,12,(Not uniquely) additive
5558,False,6,51922,False,False,72,72,12,(Not uniquely) additive
5559,False,6,56524,False,False,68,68,12,(Not uniquely) additive
5560,False,6,69592,False,False,64,64,12,(Not uniquely) additive
5561,False,6,71276,False,False,52,52,11,(Not uniquely) additive
5562,False,6,71524,False,False,68,68,12,(Not uniquely) additive
5563,False,6,48868,False,False,84,84,13,Non-additive
5564,False,6,36868,False,False,84,84,13,Non-additive
5565,False,6,53814,False,False,72,72,12,Non-additive
5566,False,6,36594,False,False,72,72,12,Non-additive
5567,False,6,53756,False,False,68,68,12,(Not uniquely) additive
5568,False,6,53432,False,False,64,64,12,Non-additive
5569,False,6,38224,False,False,72,72,12,Non-additive
5570,False,6,56940,False,False,52,52,11,Non-additive
5571,False,6,42476,False,False,68,68,12,Non-additive
5572,False,6,33036,False,False,84,84,13,Non-additive
5573,False,6,40396,False,False,68,68,12,Non-additive
5574,False,6,63356,False,False,52,52,11,(Not uniquely) additive
5575,False,6,64844,False,False,52,52,11,(Not uniquely) additive
5576,False,6,41860,False,False,68,68,12,Non-additive
5577,False,6,39020,False,False,68,68,12,Non-additive
5578,False,6,39436,False,False,68,68,12,Non-additive
5579,False,6,47756,False,False,52,52,11,Non-additive
5580,False,6,42764,False,False,52,52,11,Non-additive
5581,False,6,73936,False,False,48,48,11,(Not uniquely) additive
5582,False,6,49924,False,False,60,60,12,Non-additive
5583,False,6,63896,False,False,48,48,11,(Not uniquely) additive
5584,False,6,71972,False,False,52,52,11,(Not uniquely) additive
5585,False,6,51722,False,False,52,52,11,Non-additive
5586,False,6,77868,False,False,36,36,10,(Not uniquely) additive
5587,False,6,64947,False,False,68,68,12,(Not uniquely) additive
5588,False,6,44745,False,False,84,84,13,Non-additive
5589,False,6,59102,False,False,68,68,12,(Not uniquely) additive
5590,False,6,57936,False,False,72,72,12,Non-additive
5591,False,6,36184,False,False,88,88,13,Non-additive
5592,False,6,57768,False,False,68,68,12,(Not uniquely) additive
5593,False,6,42288,False,False,84,84,13,Non-additive
5594,False,6,40041,False,False,84,84,13,Non-additive
5595,False,6,35596,False,False,84,84,13,Non-additive
5596,False,6,50858,False,False,72,72,12,Non-additive
5597,False,6,56671,False,False,68,68,12,Non-additive
5598,False,6,45604,False,False,68,68,12,Non-additive
5599,False,6,43780,False,False,72,72,12,Non-additive
5600,False,6,71344,False,False,68,68,12,(Not uniquely) additive
5601,False,6,54930,False,False,68,68,12,(Not uniquely) additive
5602,False,6,73216,False,False,52,52,11,(Not uniquely) additive
5603,False,6,42824,False,False,84,84,13,Non-additive
5604,False,6,39262,False,False,72,72,12,Non-additive
5605,False,6,28304,False,False,96,96,13,Non-additive
5606,False,6,42454,False,False,72,72,12,Non-additive
5607,False,6,36659,False,False,84,84,13,Non-additive
5608,False,6,44843,False,False,72,72,12,Non-additive
5609,False,6,36809,False,False,72,72,12,Non-additive
5610,False,6,37515,False,False,84,84,13,Non-additive
5611,False,6,49763,False,False,68,68,12,(Not uniquely) additive
5612,False,6,50443,False,False,68,68,12,(Not uniquely) additive
5613,False,6,51136,False,False,64,64,12,Non-additive
5614,False,6,35860,False,False,72,72,12,Non-additive
5615,False,6,52971,False,False,52,52,11,Non-additive
5616,False,6,52292,False,False,68,68,12,(Not uniquely) additive
5617,False,6,40560,False,False,84,84,13,Non-additive
5618,False,6,40536,False,False,72,72,12,Non-additive
5619,False,6,29880,False,False,96,96,13,Non-additive
5620,False,6,41616,False,False,72,72,12,Non-additive
5621,False,6,40845,False,False,68,68,12,Non-additive
5622,False,6,43877,False,False,68,68,12,Non-additive
5623,False,6,43924,False,False,68,68,12,Non-additive
5624,False,6,44628,False,False,68,68,12,(Not uniquely) additive
5625,False,6,45222,False,False,68,68,12,Non-additive
5626,False,6,37158,False,False,72,72,12,Non-additive
5627,False,6,33786,False,False,76,76,12,Non-additive
5628,False,6,32998,False,False,76,76,12,Non-additive
5629,False,6,47745,False,False,52,52,11,Non-additive
5630,False,6,48676,False,False,52,52,11,Non-additive
5631,False,6,48859,False,False,52,52,11,Non-additive
5632,False,6,63929,False,False,52,52,11,Non-additive
5633,False,6,44128,False,False,68,68,12,Non-additive
5634,False,6,65640,False,False,52,52,11,(Not uniquely) additive
5635,False,6,42240,False,False,68,68,12,Non-additive
5636,False,6,49446,False,False,68,68,12,(Not uniquely) additive
5637,False,6,52078,False,False,56,56,11,Non-additive
5638,False,6,37887,False,False,72,72,12,Non-additive
5639,False,6,42873,False,False,56,56,11,Non-additive
5640,False,6,42032,False,False,72,72,12,Non-additive
5641,False,6,36048,False,False,84,84,13,Non-additive
5642,False,6,46248,False,False,68,68,12,(Not uniquely) additive
5643,False,6,41454,False,False,72,72,12,Non-additive
5644,False,6,46344,False,False,72,72,12,(Not uniquely) additive
5645,False,6,48552,False,False,68,68,12,(Not uniquely) additive
5646,False,6,73864,False,False,52,52,11,(Not uniquely) additive
5647,False,6,45456,False,False,64,64,12,Non-additive
5648,False,6,32595,False,False,84,84,13,Non-additive
5649,False,6,48202,False,False,64,64,12,Non-additive
5650,False,6,48676,False,False,64,64,12,Non-additive
5651,False,6,40600,False,False,64,64,12,Non-additive
5652,False,6,38464,False,False,64,64,12,Non-additive
5653,False,6,40709,False,False,72,72,12,Non-additive
5654,False,6,43311,False,False,68,68,12,Non-additive
5655,False,6,40708,False,False,68,68,12,Non-additive
5656,False,6,42155,False,False,68,68,12,Non-additive
5657,False,6,33980,False,False,72,72,12,Non-additive
5658,False,6,64517,False,False,52,52,11,(Not uniquely) additive
5659,False,6,67551,False,False,52,52,11,(Not uniquely) additive
5660,False,6,40580,False,False,68,68,12,Non-additive
5661,False,6,38750,False,False,72,72,12,Non-additive
5662,False,6,36516,False,False,72,72,12,Non-additive
5663,False,6,52075,False,False,52,52,11,(Not uniquely) additive
5664,False,6,55170,False,False,52,52,11,(Not uniquely) additive
5665,False,6,44855,False,False,52,52,11,Non-additive
5666,False,6,44702,False,False,52,52,11,Non-additive
5667,False,6,45671,False,False,69,69,12,(Not uniquely) additive
5668,False,6,53403,False,False,56,56,11,(Not uniquely) additive
5669,False,6,77192,False,False,52,52,11,(Not uniquely) additive
5670,False,6,53160,False,False,64,64,12,(Not uniquely) additive
5671,False,6,65856,False,False,52,52,11,(Not uniquely) additive
5672,False,6,56136,False,False,52,52,11,(Not uniquely) additive
5673,False,6,81000,False,False,48,48,11,(Not uniquely) additive
5674,False,6,46024,False,False,64,64,12,Non-additive
5675,False,6,62181,False,False,48,48,11,(Not uniquely) additive
5676,False,6,59352,False,False,52,52,11,(Not uniquely) additive
5677,False,6,51016,False,False,52,52,11,Non-additive
5678,False,6,73907,False,False,52,52,11,(Not uniquely) additive
5679,False,6,57070,False,False,52,52,11,(Not uniquely) additive
5680,False,6,41366,False,False,56,56,11,Non-additive
